"count","jurisdiccion_aplicacion","fecha_aplicacion","nombre_dosis_generica"
15073,"Buenos Aires","2021-10-01","1ra"
105226,"Buenos Aires","2021-10-01","2da"
3,"Buenos Aires","2021-10-01","Adicional"
1,"Buenos Aires","2021-10-01","Refuerzo"
868,"Buenos Aires","2021-10-01","Unica"
8283,"Buenos Aires","2021-10-02","1ra"
80905,"Buenos Aires","2021-10-02","2da"
2,"Buenos Aires","2021-10-02","Refuerzo"
389,"Buenos Aires","2021-10-02","Unica"
5297,"Buenos Aires","2021-10-03","1ra"
63277,"Buenos Aires","2021-10-03","2da"
1,"Buenos Aires","2021-10-03","Adicional"
7,"Buenos Aires","2021-10-03","Refuerzo"
49,"Buenos Aires","2021-10-03","Unica"
12335,"Buenos Aires","2021-10-04","1ra"
71510,"Buenos Aires","2021-10-04","2da"
5,"Buenos Aires","2021-10-04","Adicional"
4,"Buenos Aires","2021-10-04","Refuerzo"
543,"Buenos Aires","2021-10-04","Unica"
52477,"Buenos Aires","2021-10-05","1ra"
57990,"Buenos Aires","2021-10-05","2da"
2,"Buenos Aires","2021-10-05","Adicional"
10,"Buenos Aires","2021-10-05","Refuerzo"
496,"Buenos Aires","2021-10-05","Unica"
9634,"Buenos Aires","2021-10-06","1ra"
83002,"Buenos Aires","2021-10-06","2da"
1,"Buenos Aires","2021-10-06","Adicional"
2,"Buenos Aires","2021-10-06","Refuerzo"
574,"Buenos Aires","2021-10-06","Unica"
32415,"Buenos Aires","2021-10-07","1ra"
80645,"Buenos Aires","2021-10-07","2da"
2,"Buenos Aires","2021-10-07","Adicional"
2,"Buenos Aires","2021-10-07","Refuerzo"
459,"Buenos Aires","2021-10-07","Unica"
9110,"Buenos Aires","2021-10-08","1ra"
44973,"Buenos Aires","2021-10-08","2da"
12,"Buenos Aires","2021-10-08","Adicional"
383,"Buenos Aires","2021-10-08","Unica"
5922,"Buenos Aires","2021-10-09","1ra"
48015,"Buenos Aires","2021-10-09","2da"
1,"Buenos Aires","2021-10-09","Refuerzo"
455,"Buenos Aires","2021-10-09","Unica"
3757,"Buenos Aires","2021-10-10","1ra"
33921,"Buenos Aires","2021-10-10","2da"
1,"Buenos Aires","2021-10-10","Adicional"
1,"Buenos Aires","2021-10-10","Refuerzo"
110,"Buenos Aires","2021-10-10","Unica"
3892,"Buenos Aires","2021-10-11","1ra"
27848,"Buenos Aires","2021-10-11","2da"
2,"Buenos Aires","2021-10-11","Refuerzo"
69,"Buenos Aires","2021-10-11","Unica"
99552,"Buenos Aires","2021-10-12","1ra"
32031,"Buenos Aires","2021-10-12","2da"
1,"Buenos Aires","2021-10-12","Adicional"
1,"Buenos Aires","2021-10-12","Refuerzo"
284,"Buenos Aires","2021-10-12","Unica"
90582,"Buenos Aires","2021-10-13","1ra"
25222,"Buenos Aires","2021-10-13","2da"
4,"Buenos Aires","2021-10-13","Adicional"
4,"Buenos Aires","2021-10-13","Refuerzo"
343,"Buenos Aires","2021-10-13","Unica"
69724,"Buenos Aires","2021-10-14","1ra"
51023,"Buenos Aires","2021-10-14","2da"
4,"Buenos Aires","2021-10-14","Refuerzo"
356,"Buenos Aires","2021-10-14","Unica"
39099,"Buenos Aires","2021-10-15","1ra"
59928,"Buenos Aires","2021-10-15","2da"
5,"Buenos Aires","2021-10-15","Adicional"
607,"Buenos Aires","2021-10-15","Unica"
42137,"Buenos Aires","2021-10-16","1ra"
66981,"Buenos Aires","2021-10-16","2da"
6,"Buenos Aires","2021-10-16","Refuerzo"
365,"Buenos Aires","2021-10-16","Unica"
35893,"Buenos Aires","2021-10-17","1ra"
36850,"Buenos Aires","2021-10-17","2da"
1,"Buenos Aires","2021-10-17","Refuerzo"
48,"Buenos Aires","2021-10-17","Unica"
102447,"Buenos Aires","2021-10-18","1ra"
49171,"Buenos Aires","2021-10-18","2da"
1,"Buenos Aires","2021-10-18","Adicional"
519,"Buenos Aires","2021-10-18","Unica"
112082,"Buenos Aires","2021-10-19","1ra"
18957,"Buenos Aires","2021-10-19","2da"
6,"Buenos Aires","2021-10-19","Adicional"
2,"Buenos Aires","2021-10-19","Refuerzo"
608,"Buenos Aires","2021-10-19","Unica"
96650,"Buenos Aires","2021-10-20","1ra"
17571,"Buenos Aires","2021-10-20","2da"
6,"Buenos Aires","2021-10-20","Adicional"
5,"Buenos Aires","2021-10-20","Refuerzo"
704,"Buenos Aires","2021-10-20","Unica"
77117,"Buenos Aires","2021-10-21","1ra"
50764,"Buenos Aires","2021-10-21","2da"
8,"Buenos Aires","2021-10-21","Adicional"
5,"Buenos Aires","2021-10-21","Refuerzo"
822,"Buenos Aires","2021-10-21","Unica"
120235,"Buenos Aires","2021-10-22","1ra"
23291,"Buenos Aires","2021-10-22","2da"
1,"Buenos Aires","2021-10-22","Adicional"
3,"Buenos Aires","2021-10-22","Refuerzo"
510,"Buenos Aires","2021-10-22","Unica"
72554,"Buenos Aires","2021-10-23","1ra"
16297,"Buenos Aires","2021-10-23","2da"
4,"Buenos Aires","2021-10-23","Adicional"
1,"Buenos Aires","2021-10-23","Refuerzo"
199,"Buenos Aires","2021-10-23","Unica"
73069,"Buenos Aires","2021-10-24","1ra"
9669,"Buenos Aires","2021-10-24","2da"
2,"Buenos Aires","2021-10-24","Refuerzo"
35,"Buenos Aires","2021-10-24","Unica"
80182,"Buenos Aires","2021-10-25","1ra"
19492,"Buenos Aires","2021-10-25","2da"
402,"Buenos Aires","2021-10-25","Unica"
82133,"Buenos Aires","2021-10-26","1ra"
48715,"Buenos Aires","2021-10-26","2da"
5,"Buenos Aires","2021-10-26","Adicional"
6,"Buenos Aires","2021-10-26","Refuerzo"
401,"Buenos Aires","2021-10-26","Unica"
66376,"Buenos Aires","2021-10-27","1ra"
15846,"Buenos Aires","2021-10-27","2da"
57,"Buenos Aires","2021-10-27","Adicional"
17,"Buenos Aires","2021-10-27","Refuerzo"
320,"Buenos Aires","2021-10-27","Unica"
53393,"Buenos Aires","2021-10-28","1ra"
39480,"Buenos Aires","2021-10-28","2da"
158,"Buenos Aires","2021-10-28","Adicional"
59,"Buenos Aires","2021-10-28","Refuerzo"
217,"Buenos Aires","2021-10-28","Unica"
40136,"Buenos Aires","2021-10-29","1ra"
24099,"Buenos Aires","2021-10-29","2da"
7,"Buenos Aires","2021-10-29","Adicional"
8,"Buenos Aires","2021-10-29","Refuerzo"
255,"Buenos Aires","2021-10-29","Unica"
16207,"Buenos Aires","2021-10-30","1ra"
10287,"Buenos Aires","2021-10-30","2da"
4,"Buenos Aires","2021-10-30","Adicional"
6,"Buenos Aires","2021-10-30","Refuerzo"
92,"Buenos Aires","2021-10-30","Unica"
72749,"Buenos Aires","2021-10-31","1ra"
8892,"Buenos Aires","2021-10-31","2da"
3,"Buenos Aires","2021-10-31","Adicional"
2,"Buenos Aires","2021-10-31","Refuerzo"
77,"Buenos Aires","2021-10-31","Unica"
63046,"Buenos Aires","2021-11-01","1ra"
14284,"Buenos Aires","2021-11-01","2da"
7,"Buenos Aires","2021-11-01","Adicional"
9,"Buenos Aires","2021-11-01","Refuerzo"
320,"Buenos Aires","2021-11-01","Unica"
36273,"Buenos Aires","2021-11-02","1ra"
74498,"Buenos Aires","2021-11-02","2da"
2,"Buenos Aires","2021-11-02","Adicional"
3,"Buenos Aires","2021-11-02","Refuerzo"
377,"Buenos Aires","2021-11-02","Unica"
32195,"Buenos Aires","2021-11-03","1ra"
76059,"Buenos Aires","2021-11-03","2da"
19,"Buenos Aires","2021-11-03","Adicional"
63,"Buenos Aires","2021-11-03","Refuerzo"
439,"Buenos Aires","2021-11-03","Unica"
48823,"Buenos Aires","2021-11-04","1ra"
66817,"Buenos Aires","2021-11-04","2da"
21,"Buenos Aires","2021-11-04","Adicional"
2,"Buenos Aires","2021-11-04","Refuerzo"
414,"Buenos Aires","2021-11-04","Unica"
43205,"Buenos Aires","2021-11-05","1ra"
38463,"Buenos Aires","2021-11-05","2da"
29,"Buenos Aires","2021-11-05","Adicional"
34,"Buenos Aires","2021-11-05","Refuerzo"
399,"Buenos Aires","2021-11-05","Unica"
23484,"Buenos Aires","2021-11-06","1ra"
39562,"Buenos Aires","2021-11-06","2da"
65,"Buenos Aires","2021-11-06","Adicional"
27,"Buenos Aires","2021-11-06","Refuerzo"
294,"Buenos Aires","2021-11-06","Unica"
38226,"Buenos Aires","2021-11-07","1ra"
37495,"Buenos Aires","2021-11-07","2da"
93,"Buenos Aires","2021-11-07","Adicional"
17,"Buenos Aires","2021-11-07","Refuerzo"
93,"Buenos Aires","2021-11-07","Unica"
37919,"Buenos Aires","2021-11-08","1ra"
16984,"Buenos Aires","2021-11-08","2da"
506,"Buenos Aires","2021-11-08","Adicional"
56,"Buenos Aires","2021-11-08","Refuerzo"
304,"Buenos Aires","2021-11-08","Unica"
74799,"Buenos Aires","2021-11-09","1ra"
34265,"Buenos Aires","2021-11-09","2da"
337,"Buenos Aires","2021-11-09","Adicional"
50,"Buenos Aires","2021-11-09","Refuerzo"
316,"Buenos Aires","2021-11-09","Unica"
18382,"Buenos Aires","2021-11-10","1ra"
17800,"Buenos Aires","2021-11-10","2da"
78253,"Buenos Aires","2021-11-10","Adicional"
4904,"Buenos Aires","2021-11-10","Refuerzo"
151,"Buenos Aires","2021-11-10","Unica"
16908,"Buenos Aires","2021-11-11","1ra"
13962,"Buenos Aires","2021-11-11","2da"
79809,"Buenos Aires","2021-11-11","Adicional"
5953,"Buenos Aires","2021-11-11","Refuerzo"
257,"Buenos Aires","2021-11-11","Unica"
16535,"Buenos Aires","2021-11-12","1ra"
13463,"Buenos Aires","2021-11-12","2da"
74531,"Buenos Aires","2021-11-12","Adicional"
6071,"Buenos Aires","2021-11-12","Refuerzo"
193,"Buenos Aires","2021-11-12","Unica"
13514,"Buenos Aires","2021-11-13","1ra"
11237,"Buenos Aires","2021-11-13","2da"
54758,"Buenos Aires","2021-11-13","Adicional"
7015,"Buenos Aires","2021-11-13","Refuerzo"
101,"Buenos Aires","2021-11-13","Unica"
32,"Buenos Aires","2021-11-14","1ra"
25,"Buenos Aires","2021-11-14","2da"
3,"Buenos Aires","2021-11-14","Adicional"
6,"Buenos Aires","2021-11-14","Refuerzo"
10697,"Buenos Aires","2021-11-15","1ra"
83711,"Buenos Aires","2021-11-15","2da"
26996,"Buenos Aires","2021-11-15","Adicional"
2433,"Buenos Aires","2021-11-15","Refuerzo"
271,"Buenos Aires","2021-11-15","Unica"
8813,"Buenos Aires","2021-11-16","1ra"
89569,"Buenos Aires","2021-11-16","2da"
20163,"Buenos Aires","2021-11-16","Adicional"
1287,"Buenos Aires","2021-11-16","Refuerzo"
132,"Buenos Aires","2021-11-16","Unica"
8910,"Buenos Aires","2021-11-17","1ra"
74811,"Buenos Aires","2021-11-17","2da"
21533,"Buenos Aires","2021-11-17","Adicional"
1418,"Buenos Aires","2021-11-17","Refuerzo"
240,"Buenos Aires","2021-11-17","Unica"
8977,"Buenos Aires","2021-11-18","1ra"
63218,"Buenos Aires","2021-11-18","2da"
24819,"Buenos Aires","2021-11-18","Adicional"
1339,"Buenos Aires","2021-11-18","Refuerzo"
196,"Buenos Aires","2021-11-18","Unica"
8704,"Buenos Aires","2021-11-19","1ra"
89749,"Buenos Aires","2021-11-19","2da"
13238,"Buenos Aires","2021-11-19","Adicional"
1170,"Buenos Aires","2021-11-19","Refuerzo"
167,"Buenos Aires","2021-11-19","Unica"
20692,"Buenos Aires","2021-11-20","1ra"
40427,"Buenos Aires","2021-11-20","2da"
12591,"Buenos Aires","2021-11-20","Adicional"
1113,"Buenos Aires","2021-11-20","Refuerzo"
63,"Buenos Aires","2021-11-20","Unica"
11308,"Buenos Aires","2021-11-21","1ra"
31223,"Buenos Aires","2021-11-21","2da"
8515,"Buenos Aires","2021-11-21","Adicional"
657,"Buenos Aires","2021-11-21","Refuerzo"
30,"Buenos Aires","2021-11-21","Unica"
14310,"Buenos Aires","2021-11-22","1ra"
25594,"Buenos Aires","2021-11-22","2da"
5301,"Buenos Aires","2021-11-22","Adicional"
598,"Buenos Aires","2021-11-22","Refuerzo"
29,"Buenos Aires","2021-11-22","Unica"
25005,"Buenos Aires","2021-11-23","1ra"
47177,"Buenos Aires","2021-11-23","2da"
14259,"Buenos Aires","2021-11-23","Adicional"
2445,"Buenos Aires","2021-11-23","Refuerzo"
155,"Buenos Aires","2021-11-23","Unica"
23173,"Buenos Aires","2021-11-24","1ra"
40114,"Buenos Aires","2021-11-24","2da"
13324,"Buenos Aires","2021-11-24","Adicional"
4349,"Buenos Aires","2021-11-24","Refuerzo"
164,"Buenos Aires","2021-11-24","Unica"
15906,"Buenos Aires","2021-11-25","1ra"
27734,"Buenos Aires","2021-11-25","2da"
11675,"Buenos Aires","2021-11-25","Adicional"
4795,"Buenos Aires","2021-11-25","Refuerzo"
118,"Buenos Aires","2021-11-25","Unica"
17097,"Buenos Aires","2021-11-26","1ra"
27084,"Buenos Aires","2021-11-26","2da"
11721,"Buenos Aires","2021-11-26","Adicional"
10111,"Buenos Aires","2021-11-26","Refuerzo"
192,"Buenos Aires","2021-11-26","Unica"
17465,"Buenos Aires","2021-11-27","1ra"
19743,"Buenos Aires","2021-11-27","2da"
8379,"Buenos Aires","2021-11-27","Adicional"
4356,"Buenos Aires","2021-11-27","Refuerzo"
107,"Buenos Aires","2021-11-27","Unica"
7047,"Buenos Aires","2021-11-28","1ra"
25133,"Buenos Aires","2021-11-28","2da"
5298,"Buenos Aires","2021-11-28","Adicional"
2930,"Buenos Aires","2021-11-28","Refuerzo"
98,"Buenos Aires","2021-11-28","Unica"
23036,"Buenos Aires","2021-11-29","1ra"
52378,"Buenos Aires","2021-11-29","2da"
8571,"Buenos Aires","2021-11-29","Adicional"
13113,"Buenos Aires","2021-11-29","Refuerzo"
281,"Buenos Aires","2021-11-29","Unica"
26834,"Buenos Aires","2021-11-30","1ra"
43793,"Buenos Aires","2021-11-30","2da"
10938,"Buenos Aires","2021-11-30","Adicional"
14087,"Buenos Aires","2021-11-30","Refuerzo"
227,"Buenos Aires","2021-11-30","Unica"
36734,"Buenos Aires","2021-12-01","1ra"
24973,"Buenos Aires","2021-12-01","2da"
6974,"Buenos Aires","2021-12-01","Adicional"
58097,"Buenos Aires","2021-12-01","Refuerzo"
349,"Buenos Aires","2021-12-01","Unica"
30212,"Buenos Aires","2021-12-02","1ra"
36109,"Buenos Aires","2021-12-02","2da"
5824,"Buenos Aires","2021-12-02","Adicional"
51300,"Buenos Aires","2021-12-02","Refuerzo"
328,"Buenos Aires","2021-12-02","Unica"
25016,"Buenos Aires","2021-12-03","1ra"
34234,"Buenos Aires","2021-12-03","2da"
5624,"Buenos Aires","2021-12-03","Adicional"
33596,"Buenos Aires","2021-12-03","Refuerzo"
236,"Buenos Aires","2021-12-03","Unica"
13877,"Buenos Aires","2021-12-04","1ra"
24652,"Buenos Aires","2021-12-04","2da"
4839,"Buenos Aires","2021-12-04","Adicional"
20577,"Buenos Aires","2021-12-04","Refuerzo"
137,"Buenos Aires","2021-12-04","Unica"
7843,"Buenos Aires","2021-12-05","1ra"
29692,"Buenos Aires","2021-12-05","2da"
3242,"Buenos Aires","2021-12-05","Adicional"
10617,"Buenos Aires","2021-12-05","Refuerzo"
53,"Buenos Aires","2021-12-05","Unica"
18141,"Buenos Aires","2021-12-06","1ra"
39090,"Buenos Aires","2021-12-06","2da"
6283,"Buenos Aires","2021-12-06","Adicional"
14997,"Buenos Aires","2021-12-06","Refuerzo"
215,"Buenos Aires","2021-12-06","Unica"
19288,"Buenos Aires","2021-12-07","1ra"
58981,"Buenos Aires","2021-12-07","2da"
5697,"Buenos Aires","2021-12-07","Adicional"
10761,"Buenos Aires","2021-12-07","Refuerzo"
205,"Buenos Aires","2021-12-07","Unica"
9426,"Buenos Aires","2021-12-08","1ra"
18807,"Buenos Aires","2021-12-08","2da"
3445,"Buenos Aires","2021-12-08","Adicional"
5878,"Buenos Aires","2021-12-08","Refuerzo"
77,"Buenos Aires","2021-12-08","Unica"
16143,"Buenos Aires","2021-12-09","1ra"
29553,"Buenos Aires","2021-12-09","2da"
7198,"Buenos Aires","2021-12-09","Adicional"
16042,"Buenos Aires","2021-12-09","Refuerzo"
234,"Buenos Aires","2021-12-09","Unica"
15704,"Buenos Aires","2021-12-10","1ra"
40673,"Buenos Aires","2021-12-10","2da"
7643,"Buenos Aires","2021-12-10","Adicional"
20897,"Buenos Aires","2021-12-10","Refuerzo"
136,"Buenos Aires","2021-12-10","Unica"
11602,"Buenos Aires","2021-12-11","1ra"
26165,"Buenos Aires","2021-12-11","2da"
5133,"Buenos Aires","2021-12-11","Adicional"
15768,"Buenos Aires","2021-12-11","Refuerzo"
61,"Buenos Aires","2021-12-11","Unica"
7159,"Buenos Aires","2021-12-12","1ra"
22638,"Buenos Aires","2021-12-12","2da"
5629,"Buenos Aires","2021-12-12","Adicional"
18867,"Buenos Aires","2021-12-12","Refuerzo"
38,"Buenos Aires","2021-12-12","Unica"
17793,"Buenos Aires","2021-12-13","1ra"
39921,"Buenos Aires","2021-12-13","2da"
10710,"Buenos Aires","2021-12-13","Adicional"
26141,"Buenos Aires","2021-12-13","Refuerzo"
242,"Buenos Aires","2021-12-13","Unica"
17592,"Buenos Aires","2021-12-14","1ra"
37467,"Buenos Aires","2021-12-14","2da"
6249,"Buenos Aires","2021-12-14","Adicional"
19946,"Buenos Aires","2021-12-14","Refuerzo"
297,"Buenos Aires","2021-12-14","Unica"
16881,"Buenos Aires","2021-12-15","1ra"
35944,"Buenos Aires","2021-12-15","2da"
11056,"Buenos Aires","2021-12-15","Adicional"
62833,"Buenos Aires","2021-12-15","Refuerzo"
197,"Buenos Aires","2021-12-15","Unica"
15976,"Buenos Aires","2021-12-16","1ra"
29787,"Buenos Aires","2021-12-16","2da"
10497,"Buenos Aires","2021-12-16","Adicional"
53222,"Buenos Aires","2021-12-16","Refuerzo"
251,"Buenos Aires","2021-12-16","Unica"
14860,"Buenos Aires","2021-12-17","1ra"
26289,"Buenos Aires","2021-12-17","2da"
8650,"Buenos Aires","2021-12-17","Adicional"
53025,"Buenos Aires","2021-12-17","Refuerzo"
185,"Buenos Aires","2021-12-17","Unica"
10234,"Buenos Aires","2021-12-18","1ra"
26686,"Buenos Aires","2021-12-18","2da"
6169,"Buenos Aires","2021-12-18","Adicional"
25177,"Buenos Aires","2021-12-18","Refuerzo"
58,"Buenos Aires","2021-12-18","Unica"
6199,"Buenos Aires","2021-12-19","1ra"
17420,"Buenos Aires","2021-12-19","2da"
3820,"Buenos Aires","2021-12-19","Adicional"
20162,"Buenos Aires","2021-12-19","Refuerzo"
59,"Buenos Aires","2021-12-19","Unica"
17001,"Buenos Aires","2021-12-20","1ra"
34284,"Buenos Aires","2021-12-20","2da"
14060,"Buenos Aires","2021-12-20","Adicional"
64508,"Buenos Aires","2021-12-20","Refuerzo"
209,"Buenos Aires","2021-12-20","Unica"
21319,"Buenos Aires","2021-12-21","1ra"
43527,"Buenos Aires","2021-12-21","2da"
10822,"Buenos Aires","2021-12-21","Adicional"
50455,"Buenos Aires","2021-12-21","Refuerzo"
249,"Buenos Aires","2021-12-21","Unica"
20658,"Buenos Aires","2021-12-22","1ra"
39087,"Buenos Aires","2021-12-22","2da"
9454,"Buenos Aires","2021-12-22","Adicional"
40416,"Buenos Aires","2021-12-22","Refuerzo"
199,"Buenos Aires","2021-12-22","Unica"
12676,"Buenos Aires","2021-12-23","1ra"
28236,"Buenos Aires","2021-12-23","2da"
8631,"Buenos Aires","2021-12-23","Adicional"
25861,"Buenos Aires","2021-12-23","Refuerzo"
215,"Buenos Aires","2021-12-23","Unica"
44,"Buenos Aires","2021-12-24","1ra"
37,"Buenos Aires","2021-12-24","2da"
3,"Buenos Aires","2021-12-24","Adicional"
77,"Buenos Aires","2021-12-24","Refuerzo"
1,"Buenos Aires","2021-12-24","Unica"
55,"Buenos Aires","2021-12-25","1ra"
27,"Buenos Aires","2021-12-25","2da"
26,"Buenos Aires","2021-12-25","Adicional"
21,"Buenos Aires","2021-12-25","Refuerzo"
1,"Buenos Aires","2021-12-25","Unica"
6146,"Buenos Aires","2021-12-26","1ra"
8266,"Buenos Aires","2021-12-26","2da"
2475,"Buenos Aires","2021-12-26","Adicional"
3930,"Buenos Aires","2021-12-26","Refuerzo"
169,"Buenos Aires","2021-12-26","Unica"
30455,"Buenos Aires","2021-12-27","1ra"
54191,"Buenos Aires","2021-12-27","2da"
13645,"Buenos Aires","2021-12-27","Adicional"
49181,"Buenos Aires","2021-12-27","Refuerzo"
1070,"Buenos Aires","2021-12-27","Unica"
28618,"Buenos Aires","2021-12-28","1ra"
38671,"Buenos Aires","2021-12-28","2da"
16992,"Buenos Aires","2021-12-28","Adicional"
82007,"Buenos Aires","2021-12-28","Refuerzo"
1345,"Buenos Aires","2021-12-28","Unica"
26354,"Buenos Aires","2021-12-29","1ra"
35188,"Buenos Aires","2021-12-29","2da"
15222,"Buenos Aires","2021-12-29","Adicional"
71359,"Buenos Aires","2021-12-29","Refuerzo"
2000,"Buenos Aires","2021-12-29","Unica"
21841,"Buenos Aires","2021-12-30","1ra"
28415,"Buenos Aires","2021-12-30","2da"
15533,"Buenos Aires","2021-12-30","Adicional"
65125,"Buenos Aires","2021-12-30","Refuerzo"
1743,"Buenos Aires","2021-12-30","Unica"
260,"Buenos Aires","2021-12-31","1ra"
212,"Buenos Aires","2021-12-31","2da"
178,"Buenos Aires","2021-12-31","Adicional"
380,"Buenos Aires","2021-12-31","Refuerzo"
1,"Buenos Aires","2021-12-31","Unica"
102,"Buenos Aires","2022-01-01","1ra"
34,"Buenos Aires","2022-01-01","2da"
20,"Buenos Aires","2022-01-01","Adicional"
361,"Buenos Aires","2022-01-01","Refuerzo"
8,"Buenos Aires","2022-01-01","Unica"
7731,"Buenos Aires","2022-01-02","1ra"
10426,"Buenos Aires","2022-01-02","2da"
10623,"Buenos Aires","2022-01-02","Adicional"
16802,"Buenos Aires","2022-01-02","Refuerzo"
765,"Buenos Aires","2022-01-02","Unica"
25211,"Buenos Aires","2022-01-03","1ra"
28147,"Buenos Aires","2022-01-03","2da"
13753,"Buenos Aires","2022-01-03","Adicional"
97739,"Buenos Aires","2022-01-03","Refuerzo"
3150,"Buenos Aires","2022-01-03","Unica"
28425,"Buenos Aires","2022-01-04","1ra"
32574,"Buenos Aires","2022-01-04","2da"
5158,"Buenos Aires","2022-01-04","Adicional"
114164,"Buenos Aires","2022-01-04","Refuerzo"
3298,"Buenos Aires","2022-01-04","Unica"
29031,"Buenos Aires","2022-01-05","1ra"
33604,"Buenos Aires","2022-01-05","2da"
746,"Buenos Aires","2022-01-05","Adicional"
113556,"Buenos Aires","2022-01-05","Refuerzo"
3460,"Buenos Aires","2022-01-05","Unica"
31294,"Buenos Aires","2022-01-06","1ra"
34370,"Buenos Aires","2022-01-06","2da"
721,"Buenos Aires","2022-01-06","Adicional"
100262,"Buenos Aires","2022-01-06","Refuerzo"
3353,"Buenos Aires","2022-01-06","Unica"
29720,"Buenos Aires","2022-01-07","1ra"
31357,"Buenos Aires","2022-01-07","2da"
589,"Buenos Aires","2022-01-07","Adicional"
107544,"Buenos Aires","2022-01-07","Refuerzo"
2958,"Buenos Aires","2022-01-07","Unica"
18615,"Buenos Aires","2022-01-08","1ra"
21065,"Buenos Aires","2022-01-08","2da"
548,"Buenos Aires","2022-01-08","Adicional"
80628,"Buenos Aires","2022-01-08","Refuerzo"
1735,"Buenos Aires","2022-01-08","Unica"
11323,"Buenos Aires","2022-01-09","1ra"
14849,"Buenos Aires","2022-01-09","2da"
658,"Buenos Aires","2022-01-09","Adicional"
61466,"Buenos Aires","2022-01-09","Refuerzo"
1436,"Buenos Aires","2022-01-09","Unica"
25596,"Buenos Aires","2022-01-10","1ra"
26250,"Buenos Aires","2022-01-10","2da"
1234,"Buenos Aires","2022-01-10","Adicional"
88861,"Buenos Aires","2022-01-10","Refuerzo"
2034,"Buenos Aires","2022-01-10","Unica"
21589,"Buenos Aires","2022-01-11","1ra"
22301,"Buenos Aires","2022-01-11","2da"
251,"Buenos Aires","2022-01-11","Adicional"
87247,"Buenos Aires","2022-01-11","Refuerzo"
1288,"Buenos Aires","2022-01-11","Unica"
22887,"Buenos Aires","2022-01-12","1ra"
25735,"Buenos Aires","2022-01-12","2da"
89607,"Buenos Aires","2022-01-12","Refuerzo"
1154,"Buenos Aires","2022-01-12","Unica"
19888,"Buenos Aires","2022-01-13","1ra"
22173,"Buenos Aires","2022-01-13","2da"
3,"Buenos Aires","2022-01-13","Adicional"
87119,"Buenos Aires","2022-01-13","Refuerzo"
705,"Buenos Aires","2022-01-13","Unica"
13739,"Buenos Aires","2022-01-14","1ra"
15130,"Buenos Aires","2022-01-14","2da"
82915,"Buenos Aires","2022-01-14","Refuerzo"
656,"Buenos Aires","2022-01-14","Unica"
8895,"Buenos Aires","2022-01-15","1ra"
10091,"Buenos Aires","2022-01-15","2da"
67213,"Buenos Aires","2022-01-15","Refuerzo"
227,"Buenos Aires","2022-01-15","Unica"
7519,"Buenos Aires","2022-01-16","1ra"
9380,"Buenos Aires","2022-01-16","2da"
63374,"Buenos Aires","2022-01-16","Refuerzo"
96,"Buenos Aires","2022-01-16","Unica"
20332,"Buenos Aires","2022-01-17","1ra"
