"jurisdiccion_aplicacion","grupo_etario","sexo","nombre_dosis_generica",cantidad
"Santiago del Estero","70-79","S.I.","Adicional","19"
"Santiago del Estero","70-79","S.I.","Refuerzo","12"
"Santiago del Estero","70-79","S.I.","Unica","1"
"Santiago del Estero","80-89","F","1ra","8536"
"Santiago del Estero","80-89","F","2da","7895"
"Santiago del Estero","80-89","F","Adicional","2156"
"Santiago del Estero","80-89","F","Refuerzo","1203"
"Santiago del Estero","80-89","F","Unica","52"
"Santiago del Estero","80-89","M","1ra","5119"
"Santiago del Estero","80-89","M","2da","4681"
"Santiago del Estero","80-89","M","Adicional","1331"
"Santiago del Estero","80-89","M","Refuerzo","642"
"Santiago del Estero","80-89","M","Unica","16"
"Santiago del Estero","80-89","S.I.","1ra","140"
"Santiago del Estero","80-89","S.I.","2da","116"
"Santiago del Estero","80-89","S.I.","Adicional","14"
"Santiago del Estero","80-89","S.I.","Refuerzo","14"
"Santiago del Estero","90-99","F","1ra","1536"
"Santiago del Estero","90-99","F","2da","1380"
"Santiago del Estero","90-99","F","Adicional","340"
"Santiago del Estero","90-99","F","Refuerzo","206"
"Santiago del Estero","90-99","F","Unica","9"
"Santiago del Estero","90-99","M","1ra","622"
"Santiago del Estero","90-99","M","2da","571"
"Santiago del Estero","90-99","M","Adicional","149"
"Santiago del Estero","90-99","M","Refuerzo","84"
"Santiago del Estero","90-99","M","Unica","4"
"Santiago del Estero","90-99","S.I.","1ra","59"
"Santiago del Estero","90-99","S.I.","2da","45"
"Santiago del Estero","90-99","S.I.","Adicional","6"
"Santiago del Estero","90-99","S.I.","Refuerzo","5"
"Santiago del Estero","<12","F","1ra","64377"
"Santiago del Estero","<12","F","2da","43233"
"Santiago del Estero","<12","F","Refuerzo","6"
"Santiago del Estero","<12","M","1ra","65820"
"Santiago del Estero","<12","M","2da","43687"
"Santiago del Estero","<12","M","Adicional","3"
"Santiago del Estero","<12","M","Refuerzo","5"
"Santiago del Estero","<12","S.I.","1ra","3081"
"Santiago del Estero","<12","S.I.","2da","1717"
"Santiago del Estero",">=100","F","1ra","47"
"Santiago del Estero",">=100","F","2da","31"
"Santiago del Estero",">=100","F","Adicional","9"
"Santiago del Estero",">=100","F","Refuerzo","4"
"Santiago del Estero",">=100","M","1ra","12"
"Santiago del Estero",">=100","M","2da","10"
"Santiago del Estero",">=100","M","Adicional","1"
"Santiago del Estero",">=100","M","Refuerzo","1"
"Santiago del Estero",">=100","S.I.","1ra","2"
"Santiago del Estero",">=100","S.I.","2da","1"
"Santiago del Estero",">=100","S.I.","Adicional","1"
"Tierra del Fuego","12-17","F","1ra","7374"
"Tierra del Fuego","12-17","F","2da","6130"
"Tierra del Fuego","12-17","F","Refuerzo","3"
"Tierra del Fuego","12-17","M","1ra","7524"
"Tierra del Fuego","12-17","M","2da","6033"
"Tierra del Fuego","12-17","M","Refuerzo","4"
"Tierra del Fuego","12-17","S.I.","1ra","140"
"Tierra del Fuego","12-17","S.I.","2da","107"
"Tierra del Fuego","18-29","F","1ra","15447"
"Tierra del Fuego","18-29","F","2da","13392"
"Tierra del Fuego","18-29","F","Adicional","38"
"Tierra del Fuego","18-29","F","Refuerzo","377"
"Tierra del Fuego","18-29","F","Unica","1"
"Tierra del Fuego","18-29","M","1ra","15542"
"Tierra del Fuego","18-29","M","2da","12668"
"Tierra del Fuego","18-29","M","Adicional","32"
"Tierra del Fuego","18-29","M","Refuerzo","291"
"Tierra del Fuego","18-29","M","Unica","1"
"Tierra del Fuego","18-29","S.I.","1ra","156"
"Tierra del Fuego","18-29","S.I.","2da","129"
"Tierra del Fuego","18-29","S.I.","Refuerzo","2"
"Tierra del Fuego","30-39","F","1ra","15058"
"Tierra del Fuego","30-39","F","2da","13834"
"Tierra del Fuego","30-39","F","Adicional","118"
"Tierra del Fuego","30-39","F","Refuerzo","1055"
"Tierra del Fuego","30-39","M","1ra","15386"
"Tierra del Fuego","30-39","M","2da","13564"
"Tierra del Fuego","30-39","M","Adicional","91"
"Tierra del Fuego","30-39","M","Refuerzo","678"
"Tierra del Fuego","30-39","S.I.","1ra","122"
"Tierra del Fuego","30-39","S.I.","2da","99"
"Tierra del Fuego","30-39","S.I.","Refuerzo","7"
"Tierra del Fuego","40-49","F","1ra","11405"
"Tierra del Fuego","40-49","F","2da","10937"
"Tierra del Fuego","40-49","F","Adicional","180"
"Tierra del Fuego","40-49","F","Refuerzo","1377"
"Tierra del Fuego","40-49","M","1ra","11736"
"Tierra del Fuego","40-49","M","2da","11072"
"Tierra del Fuego","40-49","M","Adicional","153"
"Tierra del Fuego","40-49","M","Refuerzo","1041"
"Tierra del Fuego","40-49","M","Unica","1"
"Tierra del Fuego","40-49","S.I.","1ra","133"
"Tierra del Fuego","40-49","S.I.","2da","109"
"Tierra del Fuego","40-49","S.I.","Refuerzo","10"
"Tierra del Fuego","50-59","F","1ra","8353"
"Tierra del Fuego","50-59","F","2da","8142"
"Tierra del Fuego","50-59","F","Adicional","1327"
"Tierra del Fuego","50-59","F","Refuerzo","1139"
"Tierra del Fuego","50-59","M","1ra","8345"
"Tierra del Fuego","50-59","M","2da","8106"
"Tierra del Fuego","50-59","M","Adicional","1143"
"Tierra del Fuego","50-59","M","Refuerzo","921"
"Tierra del Fuego","50-59","S.I.","1ra","85"
"Tierra del Fuego","50-59","S.I.","2da","78"
"Tierra del Fuego","50-59","S.I.","Adicional","14"
"Tierra del Fuego","50-59","S.I.","Refuerzo","6"
"Tierra del Fuego","60-69","F","1ra","5306"
"Tierra del Fuego","60-69","F","2da","5217"
"Tierra del Fuego","60-69","F","Adicional","1417"
"Tierra del Fuego","60-69","F","Refuerzo","915"
"Tierra del Fuego","60-69","M","1ra","5648"
"Tierra del Fuego","60-69","M","2da","5516"
"Tierra del Fuego","60-69","M","Adicional","1509"
"Tierra del Fuego","60-69","M","Refuerzo","987"
"Tierra del Fuego","60-69","M","Unica","1"
"Tierra del Fuego","60-69","S.I.","1ra","57"
"Tierra del Fuego","60-69","S.I.","2da","43"
"Tierra del Fuego","60-69","S.I.","Adicional","10"
"Tierra del Fuego","60-69","S.I.","Refuerzo","7"
"Tierra del Fuego","70-79","F","1ra","2139"
"Tierra del Fuego","70-79","F","2da","2163"
"Tierra del Fuego","70-79","F","Adicional","386"
"Tierra del Fuego","70-79","F","Refuerzo","664"
"Tierra del Fuego","70-79","M","1ra","1898"
"Tierra del Fuego","70-79","M","2da","1908"
"Tierra del Fuego","70-79","M","Adicional","347"
"Tierra del Fuego","70-79","M","Refuerzo","673"
"Tierra del Fuego","70-79","S.I.","1ra","30"
"Tierra del Fuego","70-79","S.I.","2da","32"
"Tierra del Fuego","70-79","S.I.","Adicional","5"
"Tierra del Fuego","70-79","S.I.","Refuerzo","11"
"Tierra del Fuego","80-89","F","1ra","738"
"Tierra del Fuego","80-89","F","2da","718"
"Tierra del Fuego","80-89","F","Adicional","164"
"Tierra del Fuego","80-89","F","Refuerzo","229"
"Tierra del Fuego","80-89","M","1ra","442"
"Tierra del Fuego","80-89","M","2da","437"
"Tierra del Fuego","80-89","M","Adicional","109"
"Tierra del Fuego","80-89","M","Refuerzo","134"
"Tierra del Fuego","80-89","S.I.","1ra","7"
"Tierra del Fuego","80-89","S.I.","2da","6"
"Tierra del Fuego","80-89","S.I.","Adicional","1"
"Tierra del Fuego","90-99","F","1ra","139"
"Tierra del Fuego","90-99","F","2da","142"
"Tierra del Fuego","90-99","F","Adicional","15"
"Tierra del Fuego","90-99","F","Refuerzo","36"
"Tierra del Fuego","90-99","M","1ra","43"
"Tierra del Fuego","90-99","M","2da","44"
"Tierra del Fuego","90-99","M","Adicional","5"
"Tierra del Fuego","90-99","M","Refuerzo","18"
"Tierra del Fuego","90-99","S.I.","1ra","10"
"Tierra del Fuego","90-99","S.I.","2da","10"
"Tierra del Fuego","90-99","S.I.","Refuerzo","3"
"Tierra del Fuego","<12","F","1ra","9034"
"Tierra del Fuego","<12","F","2da","6419"
"Tierra del Fuego","<12","F","Refuerzo","3"
"Tierra del Fuego","<12","M","1ra","8996"
"Tierra del Fuego","<12","M","2da","6351"
"Tierra del Fuego","<12","M","Refuerzo","2"
"Tierra del Fuego","<12","S.I.","1ra","597"
"Tierra del Fuego","<12","S.I.","2da","448"
"Tierra del Fuego",">=100","F","1ra","3"
"Tierra del Fuego",">=100","F","2da","3"
"Tierra del Fuego",">=100","F","Adicional","1"
"Tierra del Fuego",">=100","F","Refuerzo","1"
"Tucumán","12-17","F","1ra","68252"
"Tucumán","12-17","F","2da","47112"
"Tucumán","12-17","F","Adicional","3"
"Tucumán","12-17","F","Refuerzo","4"
"Tucumán","12-17","F","Unica","4"
"Tucumán","12-17","M","1ra","67361"
"Tucumán","12-17","M","2da","44628"
"Tucumán","12-17","M","Adicional","5"
"Tucumán","12-17","M","Refuerzo","3"
"Tucumán","12-17","M","Unica","4"
"Tucumán","18-29","F","1ra","159727"
"Tucumán","18-29","F","2da","128091"
"Tucumán","18-29","F","Adicional","336"
"Tucumán","18-29","F","Refuerzo","1451"
"Tucumán","18-29","F","Unica","1304"
"Tucumán","18-29","M","1ra","151954"
"Tucumán","18-29","M","2da","115567"
"Tucumán","18-29","M","Adicional","352"
"Tucumán","18-29","M","Refuerzo","1521"
"Tucumán","18-29","M","Unica","1583"
"Tucumán","30-39","F","1ra","114150"
"Tucumán","30-39","F","2da","99188"
"Tucumán","30-39","F","Adicional","791"
"Tucumán","30-39","F","Refuerzo","4422"
"Tucumán","30-39","F","Unica","667"
"Tucumán","30-39","M","1ra","108180"
"Tucumán","30-39","M","2da","91381"
"Tucumán","30-39","M","Adicional","602"
"Tucumán","30-39","M","Refuerzo","3257"
"Tucumán","30-39","M","Unica","731"
"Tucumán","40-49","F","1ra","103420"
"Tucumán","40-49","F","2da","95092"
"Tucumán","40-49","F","Adicional","1316"
"Tucumán","40-49","F","Refuerzo","6728"
"Tucumán","40-49","F","Unica","453"
"Tucumán","40-49","M","1ra","99296"
"Tucumán","40-49","M","2da","89522"
"Tucumán","40-49","M","Adicional","1021"
"Tucumán","40-49","M","Refuerzo","4893"
"Tucumán","40-49","M","Unica","466"
"Tucumán","50-59","F","1ra","73470"
"Tucumán","50-59","F","2da","68490"
"Tucumán","50-59","F","Adicional","3468"
"Tucumán","50-59","F","Refuerzo","4667"
"Tucumán","50-59","F","Unica","242"
"Tucumán","50-59","M","1ra","69049"
"Tucumán","50-59","M","2da","63643"
"Tucumán","50-59","M","Adicional","2604"
"Tucumán","50-59","M","Refuerzo","3418"
"Tucumán","50-59","M","Unica","229"
"Tucumán","50-59","S.I.","1ra","1"
"Tucumán","60-69","F","1ra","64863"
"Tucumán","60-69","F","2da","61614"
"Tucumán","60-69","F","Adicional","6134"
"Tucumán","60-69","F","Refuerzo","6342"
"Tucumán","60-69","F","Unica","164"
"Tucumán","60-69","M","1ra","58245"
"Tucumán","60-69","M","2da","55168"
"Tucumán","60-69","M","Adicional","5360"
"Tucumán","60-69","M","Refuerzo","5361"
"Tucumán","60-69","M","Unica","157"
"Tucumán","70-79","F","1ra","37591"
"Tucumán","70-79","F","2da","35516"
"Tucumán","70-79","F","Adicional","4780"
"Tucumán","70-79","F","Refuerzo","7437"
"Tucumán","70-79","F","Unica","118"
"Tucumán","70-79","M","1ra","30354"
"Tucumán","70-79","M","2da","28666"
"Tucumán","70-79","M","Adicional","4473"
"Tucumán","70-79","M","Refuerzo","6384"
"Tucumán","70-79","M","Unica","111"
"Tucumán","80-89","F","1ra","14914"
"Tucumán","80-89","F","2da","13692"
"Tucumán","80-89","F","Adicional","1501"
"Tucumán","80-89","F","Refuerzo","2432"
"Tucumán","80-89","F","Unica","51"
"Tucumán","80-89","M","1ra","8402"
"Tucumán","80-89","M","2da","7686"
"Tucumán","80-89","M","Adicional","1093"
"Tucumán","80-89","M","Refuerzo","1603"
"Tucumán","80-89","M","Unica","41"
"Tucumán","90-99","F","1ra","2266"
"Tucumán","90-99","F","2da","2052"
"Tucumán","90-99","F","Adicional","199"
"Tucumán","90-99","F","Refuerzo","318"
"Tucumán","90-99","F","Unica","9"
"Tucumán","90-99","M","1ra","864"
"Tucumán","90-99","M","2da","803"
"Tucumán","90-99","M","Adicional","82"
"Tucumán","90-99","M","Refuerzo","163"
"Tucumán","90-99","M","Unica","2"
"Tucumán","<12","F","1ra","88103"
"Tucumán","<12","F","2da","46483"
"Tucumán","<12","F","Refuerzo","1"
"Tucumán","<12","M","1ra","89634"
"Tucumán","<12","M","2da","46332"
"Tucumán","<12","M","Unica","1"
"Tucumán",">=100","F","1ra","35"
"Tucumán",">=100","F","2da","25"
"Tucumán",">=100","F","Adicional","5"
"Tucumán",">=100","F","Refuerzo","3"
"Tucumán",">=100","M","1ra","12"
"Tucumán",">=100","M","2da","8"
"Tucumán",">=100","M","Adicional","1"
"Tucumán",">=100","M","Unica","1"
"Tucumán","S.I.","F","1ra","2"
"Tucumán","S.I.","F","2da","1"
